DAUID,Target_name,Target_address,Distance (km),Residential_TotalGross_Average
59170171,Fairfield Village Shopping Centre,"1516 Fairfield Rd, Victoria, BC V8S 1G1",1.49,1738272
59170172,Fairfield Village Shopping Centre,"1516 Fairfield Rd, Victoria, BC V8S 1G1",1.48,975298
59170174,Blanshard Centre,"770 Bay St, Victoria, BC V8T 5E4",1.71,1179242
59170174,Fairfield Village Shopping Centre,"1516 Fairfield Rd, Victoria, BC V8S 1G1",1.79,1179242
59170175,Blanshard Centre,"770 Bay St, Victoria, BC V8T 5E4",1.85,1259333
59170175,Fairfield Village Shopping Centre,"1516 Fairfield Rd, Victoria, BC V8S 1G1",1.92,1259333
59170177,Fairfield Village Shopping Centre,"1516 Fairfield Rd, Victoria, BC V8S 1G1",1.68,802456
59170178,Fairfield Village Shopping Centre,"1516 Fairfield Rd, Victoria, BC V8S 1G1",1.76,1077058
59170179,Fairfield Village Shopping Centre,"1516 Fairfield Rd, Victoria, BC V8S 1G1",1.93,912374
59170180,Fairfield Village Shopping Centre,"1516 Fairfield Rd, Victoria, BC V8S 1G1",1.98,1444451
59170181,Fairfield Village Shopping Centre,"1516 Fairfield Rd, Victoria, BC V8S 1G1",2.04,1034612
59170197,Fairfield Village Shopping Centre,"1516 Fairfield Rd, Victoria, BC V8S 1G1",1.46,1344632
59170198,Fairfield Village Shopping Centre,"1516 Fairfield Rd, Victoria, BC V8S 1G1",1.68,1186784
59170199,Fairfield Village Shopping Centre,"1516 Fairfield Rd, Victoria, BC V8S 1G1",1.37,1330660
59170200,Fairfield Village Shopping Centre,"1516 Fairfield Rd, Victoria, BC V8S 1G1",1.02,1457357
59170201,Fairfield Village Shopping Centre,"1516 Fairfield Rd, Victoria, BC V8S 1G1",0.92,1862585
59170202,Fairfield Village Shopping Centre,"1516 Fairfield Rd, Victoria, BC V8S 1G1",0.54,1550804
59170203,Fairfield Village Shopping Centre,"1516 Fairfield Rd, Victoria, BC V8S 1G1",0.46,1300673
59170204,Fairfield Village Shopping Centre,"1516 Fairfield Rd, Victoria, BC V8S 1G1",0.92,1727751
59170224,Blanshard Centre,"770 Bay St, Victoria, BC V8T 5E4",2.4,732699
59170225,Blanshard Centre,"770 Bay St, Victoria, BC V8T 5E4",2.24,1138123
59170226,Blanshard Centre,"770 Bay St, Victoria, BC V8T 5E4",2.08,1003121
59170227,Blanshard Centre,"770 Bay St, Victoria, BC V8T 5E4",1.98,774338
59170228,Blanshard Centre,"770 Bay St, Victoria, BC V8T 5E4",1.72,1077533
59170229,Blanshard Centre,"770 Bay St, Victoria, BC V8T 5E4",2.16,1313463
59170272,Fairfield Village Shopping Centre,"1516 Fairfield Rd, Victoria, BC V8S 1G1",0.53,1531335
59170273,Fairfield Village Shopping Centre,"1516 Fairfield Rd, Victoria, BC V8S 1G1",0.27,1390356
59170274,Fairfield Village Shopping Centre,"1516 Fairfield Rd, Victoria, BC V8S 1G1",0.5,1354646
59170275,Cook Street Shopping Hub,"325 Cook St, Victoria, BC V8V 3X5",0.77,2250456
59170275,Fairfield Village Shopping Centre,"1516 Fairfield Rd, Victoria, BC V8S 1G1",0.73,2250456
59170276,Cook Street Shopping Hub,"325 Cook St, Victoria, BC V8V 3X5",0.66,1296327
59170277,Cook Street Shopping Hub,"325 Cook St, Victoria, BC V8V 3X5",0.98,1603164
59170277,Fairfield Village Shopping Centre,"1516 Fairfield Rd, Victoria, BC V8S 1G1",0.97,1603164
59170278,Cook Street Shopping Hub,"325 Cook St, Victoria, BC V8V 3X5",0.98,984172
59170279,Cook Street Shopping Hub,"325 Cook St, Victoria, BC V8V 3X5",0.89,1357393
59170280,Cook Street Shopping Hub,"325 Cook St, Victoria, BC V8V 3X5",0.65,1365597
59170281,Cook Street Shopping Hub,"325 Cook St, Victoria, BC V8V 3X5",0.82,769011
59170282,The Bay Centre,"1150 Douglas St, Victoria, BC V8W 3M9",0.39,1685793
59170285,Cook Street Shopping Hub,"325 Cook St, Victoria, BC V8V 3X5",0.46,920651
59170286,Cook Street Shopping Hub,"325 Cook St, Victoria, BC V8V 3X5",0.23,1063124
59170287,Cook Street Shopping Hub,"325 Cook St, Victoria, BC V8V 3X5",0.23,713505
59170288,Cook Street Shopping Hub,"325 Cook St, Victoria, BC V8V 3X5",0.3,1054632
59170289,Cook Street Shopping Hub,"325 Cook St, Victoria, BC V8V 3X5",0.47,1115378
59170290,Cook Street Shopping Hub,"325 Cook St, Victoria, BC V8V 3X5",0.16,1198557
59170291,Cook Street Shopping Hub,"325 Cook St, Victoria, BC V8V 3X5",0.5,1402114
59170292,Cook Street Shopping Hub,"325 Cook St, Victoria, BC V8V 3X5",0.54,1494601
59170293,Cook Street Shopping Hub,"325 Cook St, Victoria, BC V8V 3X5",0.73,1553438
59170294,Cook Street Shopping Hub,"325 Cook St, Victoria, BC V8V 3X5",0.9,1514264
59170294,Fairfield Village Shopping Centre,"1516 Fairfield Rd, Victoria, BC V8S 1G1",0.53,1514264
59170295,Cook Street Shopping Hub,"325 Cook St, Victoria, BC V8V 3X5",0.24,1616849
59170296,James Bay Square,"425 Simcoe St, Victoria, BC V8V 4T3",0.57,1172227
59170297,James Bay Square,"425 Simcoe St, Victoria, BC V8V 4T3",0.54,826680
59170298,James Bay Square,"425 Simcoe St, Victoria, BC V8V 4T3",0.53,980853
59170299,James Bay Square,"425 Simcoe St, Victoria, BC V8V 4T3",0.51,2272240
59170300,James Bay Square,"425 Simcoe St, Victoria, BC V8V 4T3",0.34,1261434
59170301,James Bay Square,"425 Simcoe St, Victoria, BC V8V 4T3",0.35,1612156
59170302,James Bay Square,"425 Simcoe St, Victoria, BC V8V 4T3",0.55,1842992
59170303,James Bay Square,"425 Simcoe St, Victoria, BC V8V 4T3",0.25,1486477
59170304,James Bay Square,"425 Simcoe St, Victoria, BC V8V 4T3",0.08,11899778
59170305,James Bay Square,"425 Simcoe St, Victoria, BC V8V 4T3",0.17,1650632
59170308,James Bay Square,"425 Simcoe St, Victoria, BC V8V 4T3",0.34,1959497
59170309,James Bay Square,"425 Simcoe St, Victoria, BC V8V 4T3",0.47,1559418
59170310,James Bay Square,"425 Simcoe St, Victoria, BC V8V 4T3",0.69,1021826
59170311,James Bay Square,"425 Simcoe St, Victoria, BC V8V 4T3",0.66,1190110
59170312,James Bay Square,"425 Simcoe St, Victoria, BC V8V 4T3",0.78,1035481
59170313,James Bay Square,"425 Simcoe St, Victoria, BC V8V 4T3",0.56,1653677
59170371,Westside Village Shopping Centre,"174 Wilson St, Victoria, BC V9A 7N7",0.93,1029176
59170372,Westside Village Shopping Centre,"174 Wilson St, Victoria, BC V9A 7N7",0.91,984319
59170373,Westside Village Shopping Centre,"174 Wilson St, Victoria, BC V9A 7N7",0.64,965773
59170375,Westside Village Shopping Centre,"174 Wilson St, Victoria, BC V9A 7N7",0.36,994132
59170376,Westside Village Shopping Centre,"174 Wilson St, Victoria, BC V9A 7N7",0.66,1032131
59170378,Westside Village Shopping Centre,"174 Wilson St, Victoria, BC V9A 7N7",0.84,1765680
59170383,Sandman Hotel Victoria,"2852 Douglas St, Victoria, BC V8T 4M5",0.22,1008114
59170383,Hoyne Brewing Company,"2740 Bridge St #101, Victoria, BC V8T 5C5",0.41,1008114
59170383,Blanshard Centre,"770 Bay St, Victoria, BC V8T 5E4",0.39,1008114
59170384,Douglas Centre,"2950 Douglas St, Victoria, BC V8T 4N4",0.21,667343
59170384,Sandman Hotel Victoria,"2852 Douglas St, Victoria, BC V8T 4M5",0.39,667343
59170385,Douglas Centre,"2950 Douglas St, Victoria, BC V8T 4N4",0.3,1429892
59170385,Mayfair Shopping Centre,"3147 Douglas St, Victoria, BC V8Z 6E3",0.42,1429892
59170386,Douglas Centre,"2950 Douglas St, Victoria, BC V8T 4N4",0.61,1708097
59170387,Douglas Centre,"2950 Douglas St, Victoria, BC V8T 4N4",0.8,669043
59170388,Douglas Centre,"2950 Douglas St, Victoria, BC V8T 4N4",1.05,904377
59170388,Mayfair Shopping Centre,"3147 Douglas St, Victoria, BC V8Z 6E3",0.99,904377
59170389,Westside Village Shopping Centre,"174 Wilson St, Victoria, BC V9A 7N7",1.33,1037755
59170389,Douglas Centre,"2950 Douglas St, Victoria, BC V8T 4N4",1.24,1037755
59170390,Westside Village Shopping Centre,"174 Wilson St, Victoria, BC V9A 7N7",1.27,1346304
59170554,James Bay Square,"425 Simcoe St, Victoria, BC V8V 4T3",0.69,1526738
59170555,James Bay Square,"425 Simcoe St, Victoria, BC V8V 4T3",0.63,1592567
59170556,Fairfield Village Shopping Centre,"1516 Fairfield Rd, Victoria, BC V8S 1G1",1.04,1638956
59170557,Fairfield Village Shopping Centre,"1516 Fairfield Rd, Victoria, BC V8S 1G1",1.22,1757910
59170558,Fairfield Village Shopping Centre,"1516 Fairfield Rd, Victoria, BC V8S 1G1",1.04,1734242
59170598,Blanshard Centre,"770 Bay St, Victoria, BC V8T 5E4",2.35,970445
59170600,Fairfield Village Shopping Centre,"1516 Fairfield Rd, Victoria, BC V8S 1G1",2.24,824751
59170601,Fairfield Village Shopping Centre,"1516 Fairfield Rd, Victoria, BC V8S 1G1",2.08,973857
59170601,Blanshard Centre,"770 Bay St, Victoria, BC V8T 5E4",2.05,973857
59170610,James Bay Square,"425 Simcoe St, Victoria, BC V8V 4T3",0.13,1773627
59170611,Cook Street Shopping Hub,"325 Cook St, Victoria, BC V8V 3X5",0.59,878987
59170612,Fairfield Village Shopping Centre,"1516 Fairfield Rd, Victoria, BC V8S 1G1",1.66,1408020
59170722,Westside Village Shopping Centre,"174 Wilson St, Victoria, BC V9A 7N7",0.54,1046000
59170723,Westside Village Shopping Centre,"174 Wilson St, Victoria, BC V9A 7N7",0.26,950552
59170806,Blanshard Centre,"770 Bay St, Victoria, BC V8T 5E4",0.45,804136
59170808,Blanshard Centre,"770 Bay St, Victoria, BC V8T 5E4",0.7,971891
59170814,The Bay Centre,"1150 Douglas St, Victoria, BC V8W 3M9",0.46,891064
59170816,Westside Village Shopping Centre,"174 Wilson St, Victoria, BC V9A 7N7",0.84,1287572
59170817,Westside Village Shopping Centre,"174 Wilson St, Victoria, BC V9A 7N7",0.26,680343
59170819,Westside Village Shopping Centre,"174 Wilson St, Victoria, BC V9A 7N7",0.55,1005417
59170820,Westside Village Shopping Centre,"174 Wilson St, Victoria, BC V9A 7N7",0.62,902809
